,custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,id
3107,30.0,admin.,single,high.school,no,no,no,cellular,nov,,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,3108
4224,52.0,management,married,university.degree,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,4225
6763,31.0,admin.,single,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6764
1242,,technician,married,,no,yes,no,telephone,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,1243
4241,29.0,services,divorced,high.school,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,4242
3681,44.0,blue-collar,single,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999.0,0,no,3682
6750,35.0,admin.,married,,no,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,4,no,6751
2573,57.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,2574
5416,30.0,admin.,married,university.degree,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,no,5417
631,50.0,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,632
4266,33.0,admin.,single,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no,4267
4197,28.0,admin.,married,,no,yes,no,cellular,aug,mon,3,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,999.0,2,no,4198
5301,30.0,admin.,single,,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,5302
2994,51.0,admin.,married,basic.4y,unknown,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999.0,1,no,2995
7825,32.0,technician,single,university.degree,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,999.0,0,yes,7826
4016,,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,4017
6249,,technician,single,university.degree,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,6250
5324,34.0,technician,single,university.degree,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,1,no,5325
4660,41.0,blue-collar,married,,unknown,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,4661
1071,37.0,admin.,single,high.school,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1072
8149,29.0,admin.,single,,no,yes,no,cellular,nov,fri,2,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,0.233333333,2,yes,8150
7216,,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,7217
7649,27.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,6,1,success,-1.7,94.027,-38.3,0.899,4991.6,0.2,4,yes,7650
4721,56.0,blue-collar,married,,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,4722
1615,55.0,entrepreneur,divorced,high.school,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,1616
6079,,admin.,single,high.school,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,6080
1107,56.0,management,married,professional.course,no,no,no,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,999.0,0,no,1108
7765,35.0,admin.,married,,no,yes,no,telephone,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,999.0,0,yes,7766
6567,28.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,6568
7436,28.0,student,single,basic.9y,no,yes,no,cellular,mar,,2,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,999.0,0,yes,7437
6840,45.0,technician,married,professional.course,unknown,no,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,6841
3312,37.0,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,3313
486,38.0,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,487
7988,34.0,blue-collar,single,,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,999.0,0,yes,7989
7160,44.0,management,married,,unknown,yes,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,7161
4282,51.0,blue-collar,married,high.school,no,no,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,4283
7064,48.0,technician,married,unknown,unknown,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,7065
3515,55.0,technician,divorced,,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,3516
966,48.0,admin.,married,unknown,unknown,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no,967
5738,33.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,5739
6869,34.0,admin.,married,,no,no,no,cellular,nov,wed,1,3,3,success,-1.1,94.767,-50.8,1.048,4963.6,0.1,6,no,6870
2189,41.0,admin.,married,,no,no,no,cellular,nov,,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,999.0,1,no,2190
6446,32.0,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,no,6447
5927,59.0,retired,single,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,5928
1236,35.0,management,single,,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,1237
531,,student,single,high.school,no,yes,no,telephone,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,532
8221,,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,6,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,999.0,0,yes,8222
5314,46.0,entrepreneur,married,unknown,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5315
6550,56.0,entrepreneur,married,unknown,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,999.0,0,no,6551
6316,53.0,management,married,,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,6317
2051,32.0,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,2052
5284,57.0,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5285
2469,55.0,housemaid,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,2470
3163,34.0,services,single,basic.9y,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,3164
253,46.0,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,254
5159,54.0,management,married,university.degree,unknown,yes,no,telephone,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,5160
7362,29.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,yes,7363
5985,31.0,admin.,married,university.degree,no,yes,no,cellular,oct,,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,999.0,0,no,5986
1241,,blue-collar,single,basic.9y,unknown,no,no,cellular,apr,fri,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,4,no,1242
1497,48.0,technician,married,professional.course,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,1498
2689,,admin.,single,,unknown,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,2690
1141,,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,1142
2202,41.0,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,2203
7738,26.0,admin.,single,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,yes,7739
1345,45.0,management,married,,no,yes,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,1346
1556,45.0,admin.,single,high.school,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,no,1557
8184,54.0,entrepreneur,married,professional.course,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,yes,8185
3223,,retired,married,basic.4y,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,no,3224
2743,25.0,admin.,single,high.school,no,yes,no,telephone,jun,,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,no,2744
1178,46.0,admin.,single,,no,yes,no,cellular,nov,mon,2,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,999.0,0,no,1179
7280,,technician,divorced,,no,yes,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,7281
7185,34.0,entrepreneur,married,high.school,no,yes,yes,cellular,may,,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,3,no,7186
2362,50.0,management,married,unknown,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,2363
2642,27.0,admin.,single,,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,999.0,0,no,2643
4055,39.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,4056
1479,52.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,no,1480
1103,,admin.,single,high.school,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,1104
5665,25.0,services,divorced,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,5666
3838,54.0,self-employed,married,,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,3839
24,24.0,student,single,high.school,no,yes,no,cellular,may,tue,2,999,2,failure,-1.8,93.876,-40.0,0.682,5008.7,999.0,0,no,25
5194,,self-employed,married,,no,yes,yes,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,4,no,5195
2339,46.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,no,2340
2738,50.0,unemployed,married,,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,3,no,2739
3202,27.0,student,single,,no,no,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,999.0,0,no,3203
4546,,technician,single,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,4547
7331,,admin.,married,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,999.0,0,yes,7332
3665,39.0,unemployed,married,professional.course,unknown,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,3666
6893,43.0,management,married,professional.course,no,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,6894
7086,60.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,7087
4728,31.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,4729
3689,26.0,technician,single,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,3690
331,41.0,technician,married,professional.course,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,332
3616,,services,married,high.school,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,3617
7975,,blue-collar,married,,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,yes,7976
5779,34.0,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,5780
5998,30.0,services,single,basic.6y,no,yes,no,cellular,may,tue,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,5999
6451,40.0,technician,married,professional.course,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6452
6299,30.0,unemployed,married,high.school,no,no,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no,6300
7991,35.0,admin.,single,professional.course,no,yes,no,cellular,nov,fri,3,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,999.0,0,yes,7992
7651,32.0,technician,married,,no,no,no,cellular,sep,wed,1,6,5,success,-1.1,94.199,-37.5,0.879,4963.6,0.2,5,yes,7652
3827,,admin.,divorced,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,3828
3174,,entrepreneur,single,university.degree,unknown,no,yes,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,3175
1076,29.0,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,1077
7674,,admin.,single,,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999.0,0,yes,7675
1859,32.0,admin.,single,university.degree,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,1860
128,,admin.,married,high.school,unknown,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,129
2853,,retired,married,basic.4y,no,yes,no,cellular,sep,,7,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,999.0,0,no,2854
8100,33.0,admin.,single,high.school,no,yes,no,cellular,apr,,3,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,999.0,0,yes,8101
992,34.0,technician,single,,no,no,no,telephone,jun,thu,8,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,993
5257,39.0,admin.,married,high.school,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,5258
95,46.0,housemaid,married,,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,999.0,0,no,96
5387,54.0,management,married,basic.4y,unknown,no,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,5388
3241,,blue-collar,married,basic.6y,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,3242
6114,,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999.0,4,no,6115
6506,41.0,services,married,,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,no,6507
6680,29.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,6681
5605,,management,single,,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,5606
1074,39.0,admin.,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,1075
5127,,management,single,university.degree,no,no,no,cellular,jul,fri,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,0.533333333,0,no,5128
1467,,admin.,single,high.school,no,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,no,1468
6626,,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,6627
3400,52.0,management,married,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,3401
1106,34.0,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,1107
5458,32.0,admin.,single,,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,5459
2373,55.0,unknown,married,unknown,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,2374
8126,33.0,admin.,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,999.0,0,yes,8127
7917,38.0,services,married,high.school,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,yes,7918
6632,,technician,married,university.degree,no,no,no,telephone,may,,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6633
5253,35.0,admin.,married,university.degree,no,no,no,cellular,jul,mon,2,3,4,success,-1.7,94.215,-40.3,0.889,4991.6,0.1,12,no,5254
5981,35.0,technician,married,professional.course,no,yes,no,telephone,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,2,no,5982
687,45.0,entrepreneur,married,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,688
7111,48.0,retired,married,basic.4y,unknown,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,7112
3878,37.0,technician,married,basic.6y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,3879
6019,54.0,retired,divorced,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,6020
5201,39.0,admin.,married,high.school,no,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,5202
4365,31.0,admin.,single,university.degree,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,4366
5582,57.0,retired,married,high.school,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,5583
6045,61.0,self-employed,divorced,,no,no,no,cellular,mar,fri,2,999,1,failure,-1.8,93.369,-34.8,0.649,5008.7,999.0,0,no,6046
6343,56.0,admin.,married,unknown,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,6344
2405,35.0,blue-collar,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,2406
5868,,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,no,5869
1122,68.0,retired,married,basic.4y,no,no,no,cellular,aug,mon,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,999.0,8,no,1123
1036,30.0,blue-collar,married,,no,no,yes,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,1037
1884,,management,married,basic.4y,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,1885
6958,34.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,6959
5982,35.0,blue-collar,single,high.school,no,yes,yes,telephone,may,,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,5983
5360,55.0,technician,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5361
7983,31.0,services,single,basic.6y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,yes,7984
6749,,admin.,single,,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,999.0,0,no,6750
3876,25.0,self-employed,single,unknown,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,999.0,2,no,3877
7258,40.0,technician,single,,no,no,no,telephone,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999.0,0,no,7259
6732,,services,single,,no,no,no,cellular,may,fri,6,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999.0,4,no,6733
5143,28.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5144
1029,,blue-collar,married,,no,yes,no,telephone,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,1030
843,46.0,admin.,divorced,,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,844
4126,,technician,married,professional.course,no,no,no,cellular,nov,,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,2,no,4127
497,,student,single,,no,yes,no,cellular,oct,wed,2,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,999.0,4,no,498
5009,31.0,unemployed,single,basic.4y,no,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,5010
3647,45.0,blue-collar,married,,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,3648
5568,35.0,technician,single,professional.course,no,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,5569
874,,technician,single,university.degree,no,no,no,cellular,jul,fri,1,3,2,success,-1.7,94.215,-40.3,0.885,4991.6,0.1,6,no,875
4597,56.0,admin.,single,university.degree,no,yes,no,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.634,5008.7,999.0,1,no,4598
897,43.0,admin.,divorced,basic.9y,no,unknown,unknown,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,898
6174,38.0,technician,single,professional.course,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no,6175
4673,47.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,4674
3098,,technician,married,high.school,no,yes,yes,cellular,sep,thu,1,3,2,success,-3.4,92.379,-29.8,0.809,5017.5,0.1,6,no,3099
4028,,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,4029
5623,44.0,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,5624
5599,,admin.,divorced,,unknown,yes,yes,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,5600
7693,30.0,blue-collar,married,,no,yes,no,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,yes,7694
4320,39.0,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,1,13,1,success,-1.8,93.369,-34.8,0.65,5008.7,0.433333333,4,no,4321
658,57.0,retired,married,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,659
5844,30.0,management,single,university.degree,no,no,yes,telephone,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,5845
4534,39.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,4535
324,36.0,services,divorced,university.degree,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,325
5580,24.0,services,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,5581
2568,,self-employed,married,,no,yes,yes,cellular,aug,,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,2569
